Y05.1,Y05.2,Y05.3,Y06.1,Y06.2,Y06.3,Y07.1,Y07.2,Y07.3,Y08.1,Y08.2,Y08.3,Plot,Species,Pland,ed,wheight,wpf
0,0,1,0,0,1,0,0,0,1,0,1,KOF1D,Redwing,31.029,393.177,145,0.75
0,1,0,0,0,0,0,1,1,0,0,0,KOF1E,Redwing,7.325,250.904,242.5,1.75
0,0,0,1,1,0,1,1,0,1,1,1,KOF2A,Redwing,44.793,479.363,270,2.5
0,1,0,0,0,0,1,0,1,1,1,0,KOF2B,Redwing,39.771,506.617,247.5,2
1,1,0,1,1,1,1,0,1,0,0,1,KOF2C,Redwing,57.403,965.072,167.5,0.75
1,1,1,1,1,1,0,0,1,1,0,1,KOF2D,Redwing,18.794,785.177,220,5.25
1,1,1,0,0,1,1,NA,0,1,0,1,KOF2E,Redwing,18.393,459.845,217.5,1.5
1,0,1,0,0,1,1,1,0,1,1,0,KOF3A,Redwing,26.362,737.481,157.5,1.75
0,1,1,0,0,0,0,1,0,1,1,1,KOF3B,Redwing,11.747,445.695,265,1.25
0,0,0,0,1,0,1,0,0,1,0,1,S1K,Redwing,28.966,558.24,90,2
1,0,1,1,0,0,1,1,1,1,1,0,S2K,Redwing,43.278,1839.293,90,2.75
0,0,0,0,0,1,1,0,0,0,0,0,ST1K,Redwing,14.87,1114.237,90,3.25
0,0,0,0,0,1,0,1,0,0,0,0,ST2K,Redwing,17.723,1156.819,90,3.25
0,0,0,0,1,0,0,1,0,1,1,1,ST3K,Redwing,6.008,600.002,102.5,3
1,0,0,1,0,0,0,0,0,1,0,1,ST4K,Redwing,28.386,722.812,97.5,3
1,1,1,1,1,1,0,0,0,0,0,0,VJF1A,Redwing,8.172,263.329,180,0.25
0,0,1,0,0,0,0,0,0,0,1,0,VJF1B,Redwing,27.316,824.456,175,2.5
1,0,0,0,0,1,1,0,0,1,1,0,VJF1C,Redwing,18.116,748.703,117.5,2
0,0,0,0,0,0,0,1,1,1,0,0,VJF1D,Redwing,12.183,395.582,122.5,3
0,1,1,0,0,0,0,1,0,1,1,1,VJF2A,Redwing,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Redwing,36.353,1290.779,135,1.75
0,1,0,0,0,0,0,0,0,0,0,0,VJF2C,Redwing,39.704,778.363,185,1
1,1,0,0,0,0,0,0,0,0,0,0,VJF2D,Redwing,46.187,1114.237,180,2.5
1,0,0,0,1,0,0,0,1,0,1,0,VJF2E,Redwing,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,1,1,VJF3A,Redwing,5.413,358.237,125,1
0,0,0,0,1,0,0,0,1,0,0,1,VJF3B,Redwing,23.982,488.18,112.5,1.75
0,1,1,0,1,0,0,1,0,0,0,1,VJF3C,Redwing,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,1,0,0,0,VJF3D,Redwing,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Reed Bunting,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Reed Bunting,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Reed Bunting,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Reed Bunting,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Reed Bunting,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Reed Bunting,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Reed Bunting,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Reed Bunting,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Reed Bunting,13.038,416.035,210,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1D,Reed Bunting,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Reed Bunting,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2A,Reed Bunting,44.793,479.363,270,2.5
0,0,0,0,1,0,0,0,1,0,0,0,KOF2B,Reed Bunting,39.771,506.617,247.5,2
0,0,0,1,1,1,0,1,1,1,0,1,KOF2C,Reed Bunting,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Reed Bunting,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Reed Bunting,18.393,459.845,217.5,1.5
1,0,0,1,0,0,0,0,0,0,0,0,KOF3A,Reed Bunting,26.362,737.481,157.5,1.75
1,0,0,0,0,0,0,0,0,0,1,0,KOF3B,Reed Bunting,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Reed Bunting,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,0,S2K,Reed Bunting,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Reed Bunting,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST2K,Reed Bunting,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Reed Bunting,6.008,600.002,102.5,3
0,0,0,0,0,0,0,0,0,0,0,0,ST4K,Reed Bunting,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Reed Bunting,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Reed Bunting,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Reed Bunting,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Reed Bunting,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Reed Bunting,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Reed Bunting,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Reed Bunting,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Reed Bunting,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Reed Bunting,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Reed Bunting,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Reed Bunting,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Reed Bunting,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Reed Bunting,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Northern Wheatear,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Northern Wheatear,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Northern Wheatear,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Northern Wheatear,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Northern Wheatear,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Northern Wheatear,25.626,535.876,85,2.75
0,0,1,0,0,0,0,0,0,0,0,0,KOF1A,Northern Wheatear,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Northern Wheatear,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Northern Wheatear,13.038,416.035,210,2.5
0,0,1,1,0,0,0,0,0,0,1,0,KOF1D,Northern Wheatear,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,1,0,0,0,KOF1E,Northern Wheatear,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,1,0,KOF2A,Northern Wheatear,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF2B,Northern Wheatear,39.771,506.617,247.5,2
0,0,0,0,0,0,0,1,0,0,0,0,KOF2C,Northern Wheatear,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Northern Wheatear,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Northern Wheatear,18.393,459.845,217.5,1.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF3A,Northern Wheatear,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF3B,Northern Wheatear,11.747,445.695,265,1.25
0,1,0,0,1,0,0,0,0,0,0,0,S1K,Northern Wheatear,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,1,0,S2K,Northern Wheatear,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Northern Wheatear,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST2K,Northern Wheatear,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Northern Wheatear,6.008,600.002,102.5,3
0,0,0,0,1,0,0,0,0,0,0,1,ST4K,Northern Wheatear,28.386,722.812,97.5,3
1,1,0,0,0,1,0,0,0,0,0,0,VJF1A,Northern Wheatear,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Northern Wheatear,27.316,824.456,175,2.5
1,0,1,0,0,0,0,0,0,0,0,0,VJF1C,Northern Wheatear,18.116,748.703,117.5,2
0,0,0,0,0,0,1,0,1,0,0,0,VJF1D,Northern Wheatear,12.183,395.582,122.5,3
0,0,1,0,0,1,0,0,0,0,1,0,VJF2A,Northern Wheatear,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Northern Wheatear,36.353,1290.779,135,1.75
0,1,0,0,0,0,0,0,0,0,0,0,VJF2C,Northern Wheatear,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Northern Wheatear,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Northern Wheatear,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Northern Wheatear,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Northern Wheatear,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Northern Wheatear,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Northern Wheatear,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Temminck's Stint,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,1,0,1,NA,NA,NA,AE2K,Temminck's Stint,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Temminck's Stint,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Temminck's Stint,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Temminck's Stint,52.546,808.824,160,3.25
0,0,0,0,0,1,0,0,0,0,0,0,GU1K,Temminck's Stint,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Temminck's Stint,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Temminck's Stint,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Temminck's Stint,13.038,416.035,210,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1D,Temminck's Stint,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Temminck's Stint,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2A,Temminck's Stint,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF2B,Temminck's Stint,39.771,506.617,247.5,2
0,0,0,0,0,0,0,0,0,0,0,0,KOF2C,Temminck's Stint,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Temminck's Stint,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Temminck's Stint,18.393,459.845,217.5,1.5
0,1,0,1,0,0,0,0,1,0,1,0,KOF3A,Temminck's Stint,26.362,737.481,157.5,1.75
0,0,1,1,1,1,0,0,0,0,0,1,KOF3B,Temminck's Stint,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Temminck's Stint,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,1,S2K,Temminck's Stint,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Temminck's Stint,14.87,1114.237,90,3.25
0,0,0,0,0,1,0,0,0,0,1,0,ST2K,Temminck's Stint,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Temminck's Stint,6.008,600.002,102.5,3
0,0,0,0,0,0,0,0,0,0,0,0,ST4K,Temminck's Stint,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Temminck's Stint,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Temminck's Stint,27.316,824.456,175,2.5
0,0,0,0,0,0,0,1,0,0,0,0,VJF1C,Temminck's Stint,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Temminck's Stint,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Temminck's Stint,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Temminck's Stint,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Temminck's Stint,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Temminck's Stint,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Temminck's Stint,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Temminck's Stint,5.413,358.237,125,1
0,1,1,0,0,0,0,1,0,0,1,0,VJF3B,Temminck's Stint,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,1,1,VJF3C,Temminck's Stint,38.287,437.278,167.5,4.25
0,0,0,0,0,0,1,0,1,0,0,0,VJF3D,Temminck's Stint,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Brambling,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Brambling,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,1,0,0,0,0,AE3K,Brambling,27.408,570.683,142.5,3
0,0,0,0,0,0,1,1,1,1,0,0,AE4K,Brambling,58.887,401.606,220,3
0,0,0,0,0,0,1,1,0,0,0,0,AE5K,Brambling,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Brambling,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Brambling,8.518,524.253,185,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1B,Brambling,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1C,Brambling,13.038,416.035,210,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1D,Brambling,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Brambling,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2A,Brambling,44.793,479.363,270,2.5
0,0,0,1,0,0,0,0,0,0,0,0,KOF2B,Brambling,39.771,506.617,247.5,2
0,0,0,1,0,0,0,1,0,0,0,0,KOF2C,Brambling,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Brambling,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Brambling,18.393,459.845,217.5,1.5
1,0,0,0,0,0,0,1,0,0,0,0,KOF3A,Brambling,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF3B,Brambling,11.747,445.695,265,1.25
0,0,0,0,0,0,0,0,0,0,0,0,S1K,Brambling,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,0,S2K,Brambling,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Brambling,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST2K,Brambling,17.723,1156.819,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST3K,Brambling,6.008,600.002,102.5,3
0,0,0,0,0,0,0,0,0,0,0,0,ST4K,Brambling,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Brambling,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Brambling,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Brambling,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Brambling,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Brambling,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Brambling,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,1,0,0,0,VJF2C,Brambling,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Brambling,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Brambling,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Brambling,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Brambling,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Brambling,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Brambling,30.439,352.307,110,1
0,0,0,0,0,0,0,0,0,0,0,0,AE1K,Red-throated Pipit,17.949,1089.788,77.5,2.5
0,0,0,0,0,0,0,0,0,NA,NA,NA,AE2K,Red-throated Pipit,52.21,498.2,162.5,3.25
0,0,0,0,0,0,0,0,0,0,0,0,AE3K,Red-throated Pipit,27.408,570.683,142.5,3
0,0,0,0,0,0,0,0,0,0,0,0,AE4K,Red-throated Pipit,58.887,401.606,220,3
0,0,0,0,0,0,0,0,0,0,0,0,AE5K,Red-throated Pipit,52.546,808.824,160,3.25
0,0,0,0,0,0,0,0,0,0,0,0,GU1K,Red-throated Pipit,25.626,535.876,85,2.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1A,Red-throated Pipit,8.518,524.253,185,5.5
0,0,0,0,1,0,0,0,0,1,1,1,KOF1B,Red-throated Pipit,11.899,285.373,200,5.5
0,0,0,0,0,0,0,0,0,1,0,0,KOF1C,Red-throated Pipit,13.038,416.035,210,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF1D,Red-throated Pipit,31.029,393.177,145,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF1E,Red-throated Pipit,7.325,250.904,242.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2A,Red-throated Pipit,44.793,479.363,270,2.5
0,0,0,0,0,0,0,0,0,0,0,0,KOF2B,Red-throated Pipit,39.771,506.617,247.5,2
0,0,0,0,0,0,0,0,0,0,0,0,KOF2C,Red-throated Pipit,57.403,965.072,167.5,0.75
0,0,0,0,0,0,0,0,0,0,0,0,KOF2D,Red-throated Pipit,18.794,785.177,220,5.25
0,0,0,0,0,0,0,NA,0,0,0,0,KOF2E,Red-throated Pipit,18.393,459.845,217.5,1.5
0,0,0,0,0,0,0,0,0,0,0,1,KOF3A,Red-throated Pipit,26.362,737.481,157.5,1.75
0,0,0,0,0,0,0,0,0,0,1,0,KOF3B,Red-throated Pipit,11.747,445.695,265,1.25
1,1,0,0,0,0,0,0,0,0,0,0,S1K,Red-throated Pipit,28.966,558.24,90,2
0,0,0,0,0,0,0,0,0,0,0,0,S2K,Red-throated Pipit,43.278,1839.293,90,2.75
0,0,0,0,0,0,0,0,0,0,0,0,ST1K,Red-throated Pipit,14.87,1114.237,90,3.25
0,0,0,0,0,0,0,0,0,0,0,0,ST2K,Red-throated Pipit,17.723,1156.819,90,3.25
1,1,1,0,0,1,0,0,0,0,0,0,ST3K,Red-throated Pipit,6.008,600.002,102.5,3
0,0,0,1,1,1,0,0,0,1,1,0,ST4K,Red-throated Pipit,28.386,722.812,97.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF1A,Red-throated Pipit,8.172,263.329,180,0.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF1B,Red-throated Pipit,27.316,824.456,175,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF1C,Red-throated Pipit,18.116,748.703,117.5,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF1D,Red-throated Pipit,12.183,395.582,122.5,3
0,0,0,0,0,0,0,0,0,0,0,0,VJF2A,Red-throated Pipit,12.279,286.575,220,2
0,0,0,0,0,0,0,0,0,0,0,0,VJF2B,Red-throated Pipit,36.353,1290.779,135,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF2C,Red-throated Pipit,39.704,778.363,185,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF2D,Red-throated Pipit,46.187,1114.237,180,2.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF2E,Red-throated Pipit,39.721,998.806,180,3.5
0,0,0,0,0,0,0,0,0,0,0,0,VJF3A,Red-throated Pipit,5.413,358.237,125,1
0,0,0,0,0,0,0,0,0,0,0,0,VJF3B,Red-throated Pipit,23.982,488.18,112.5,1.75
0,0,0,0,0,0,0,0,0,0,0,0,VJF3C,Red-throated Pipit,38.287,437.278,167.5,4.25
0,0,0,0,0,0,0,0,0,0,0,0,VJF3D,Red-throated Pipit,30.439,352.307,110,1